numero;seq;rotulo
00244055220138240018;50002;AGR
00049772020098240020;50006;AGR
00027875520128240028;50001;AGR
40131022220168240000;50002;AGR
01368044420148240000;50002;Agravo de Instrumento
40247211220178240000;50001;Ambiental
00036994020078240024;50002;Apelação Civil
00036994020078240024;50002;Apelação Civil
09320102019168240375;50001;AUT
00000186020108240023;50001;AUT
00277925420098240038;50001;AUT
03090158920158240020;50000;AUT
00200136320098240033;50002;AUT
00817526720098240023;50002;AUT
00117547920118240075;50005;AUT
00072008820068240039;50000;AUT
00136826520138240020;50001;AUT
03131704920168240005;50001;AUT
03131704920168240005;50000;AUT
00103725120118240075;50001;AUT
00124952220118240075;50001;AUT
00124952220118240075;50002;AUT
03247932720148240023;50001;AUT
00066813220088240011;50001;AUT
00186767920128240018;50001;AUT
00086486619988240075;50000;BAN
00032975120148240011;50000;BAN
08000156720138240023;50001;BAN
00010030420048240067;50000;BAN
00002655620058240010;50002;BAN
00247037920108240008;50000;BAN
00087950919988240038;50000;BAN
00006647220148240074;50000;BAN
00103084320148240008;50001;BAN
05001324420128240031;50000;BAN
00006522720108240065;50001;BAN
00000280920138240053;50000;BAN
00010386320108240063;50000;BAN
00019293719968240011;50000;BAN
00018261420098240063;50000;BAN
08030833219978240008;50003;BAN
03000304720148240027;50002;BAN
03018601320168240113;50000;BAN
00165420520128240075;50001;BAN
00003677820108240018;50001;BAN
00000235019948240021;50000;BAN
00059591220128240058;50001;BAN
00000318719978240064;50001;BAN
00055669420138240012;50000;BAN
00183711720118240023;50001;BAN
03031746220168240058;50002;BAN
00183711720118240023;50002;BAN
40078409120168240000;50001;BAN
03002987520168240013;50001;BAN
00014499320038240082;50001;BAN
05002197720128240070;50000;BAN
03004675920168240014;50000;BAN
03028040920178240039;50000;BAN
01382176720078240023;50000;BAN
03007337020178240027;50002;BAN
03007337020178240027;50003;BAN
00102735620158240038;50003;BAN
00180926520108240023;50002;BAN
00022429519998240074;50000;BAN
00041181020138240005;50002;BAN
00021508720128240066;50002;BAN
00035997720108240025;50002;BAN
00020539519978240007;50001;BAN
03009502620158240014;50002;BAN
00047909819988240019;50000;BAN
00041181020138240005;50003;BAN
00111822620118240075;50000;BAN
00071384720128240036;50001;BAN
00129829420068240033;50002;BAN
03041965820168240058;50000;BAN
00262586620088240020;50001;BAN
00004869220108240065;50001;BAN
03009437620178240042;50001;BAN
00005228020138240049;50001;BAN
03050757320168240023;50000;BAN
00031833320138240081;50001;BAN
00104413120138240005;50000;BAN
00153836720138240018;50002;BAN
00038423520098240064;50001;BAN
00052321320088240052;50003;BAN
00079353420038240005;50001;BAN
00008165220118240163;50000;BAN
00003561920108240125;50000;BAN
03015203520168240092;50002;BAN
00034952520098240024;50001;BAN
00001466020008240046;50000;BAN
00051543120038240040;50000;BAN
03002876620168240071;50000;BAN
00002085420138240011;50001;BAN
06000793120148240054;50000;BAN
05001296520128240039;50003;BAN
03161839020158240005;50001;BAN
03161839020158240005;50000;BAN
03111378120168240039;50000;BAN
03097988720168240039;50000;BAN
03042141020178240005;50001;BAN
03040412320168240004;50001;BAN
03029796820158240040;50000;BAN
00000301220128240021;50002;BAN
00004274720108240084;50001;BAN
00006522720108240065;50000;BAN
00008098720108240036;50001;BAN
00028422620138240010;50000;BAN
00030315819968240023;50001;BAN
00033392220148240037;50000;BAN
00104208320088240020;50000;BAN
08076088420128240023;50003;BAN
03194336620148240038;50001;BAN
03026046720168240061;50000;BAN
03025649620158240004;50001;BAN
03023658920168240020;50000;BAN
03016345620158240076;50000;BAN
05008340520118240005;50000;BAN
00103139220118240033;50001;BAN
03006136120168240027;50001;BAN
00003304619968240049;50001;BAN
03005419520168240020;50000;BAN
03005971820158240068;50000;BAN
00095306619958240064;50000;BAN
00019516920098240034;50001;BAN
00022734220108240006;50001;BAN
03165140720148240038;50000;BAN
00063321520088240048;50000;BAN
00382284320078240038;50001;BAN
00018969120098240043;50001;BAN
00030744020018240016;50001;BAN
00129829420068240033;50001;BAN
00031850320138240081;50001;BAN
00004098120108240001;50001;BAN
00049409620048240010;50001;BAN
03068455320168240039;50001;BAN
00000827219948240042;50000;BAN
00008592320118240087;50000;BAN
01135553920078240023;50000;BAN
00017424920138240135;50000;BAN
00026156419968240064;50000;BAN
00019084520098240063;50000;BAN
03131428120168240005;50001;BAN
03057399520158240005;50001;BAN
00026834820128240033;50000;BAN
40096333120178240000;50000;BAN
00292994719998240023;50001;BAN
00013192220148240049;50001;BAN
03007587820168240040;50000;BAN
00051615219998240011;50000;BAN
00023530920128240047;50000;BAN
00004619619988240066;50000;BAN
00757048319958240023;50002;BAN
00048295220118240080;50001;BAN
03019007920158240064;50000;BAN
00043593120078240025;50000;BAN
07005952620128240023;50002;BAN
00061302020088240054;50000;BAN
03012985520158240075;50000;BAN
00015498419978240041;50000;BAN
00023729520118240064;50001;BAN
00009335120088240065;50000;BAN
03001624520168240024;50000;BAN
03020856220178240092;50000;BAN
03013243120178240092;50001;BAN
03023366820168240075;50000;BAN
00001406320028240020;50001;BAN
00065556219988240033;50000;BAN
05009073820128240135;50000;BAN
05006400320138240080;50000;BAN
00003000319988240029;50000;BAN
03021494220178240005;50000;BAN
03009493020178240092;50001;BAN
03011202620178240079;50000;BAN
03032913420158240011;50001;BAN
00031582020138240081;50002;BAN
03006818620158240078;50000;BAN
05011332920128240075;50000;BAN
00001997420048240216;50001;BAN
03007817720168240087;50001;BAN
00014971119998240044;50001;BAN
00002644619958240067;50001;BAN
03055611020168240039;50000;BAN
03052338020168240039;50002;BAN
00017404920108240082;50001;BAN
00021558220128240075;50000;BAN
00104999720108240018;50000;BAN
00020489620108240046;50000;BAN
00009088520008240043;50000;BAN
00013465820138240075;50002;BAN
00045166220108240004;50000;BAN
03012415320148240081;50000;BAN
00045264120098240037;50000;BAN
00004464319968240052;50000;BAN
00021616920138240135;50000;BAN
00008075719998240019;50001;BAN
05010957320138240045;50003;BAN
00131981620128240075;50001;BAN
03052267720168240075;50001;BAN
00057743320098240040;50000;BAN
00196548320108240064;50001;BAN
00035304719998240052;50001;BAN
00030373920048240038;50001;BAN
03067698620168240020;50001;BAN
03026150820168240058;50001;BAN
00156085220118240020;50002;BAN
00043056520128240033;50000;BAN
03163016620158240005;50001;BAN
03011029420158240072;50000;BAN
00016355620058240047;50001;BAN
00000521020138240062;50000;BAN
03018806020158240041;50001;BAN
00097854020148240005;50001;BAN
00018747420148240005;50001;BAN
00034296120038240022;50001;BAN
00163950420138240023;50000;BAN
00058172019948240064;50001;BAN
05010957320138240045;50004;BAN
00007994420108240068;50001;BAN
00035685020138240058;50000;BAN
00051849220028240075;50001;BAN
00152596919998240020;50001;BAN
00125702720128240075;50000;BAN
03009965720178240042;50000;BAN
03004779220188240092;50000;BAN
00110294619998240064;50000;BAN
08101495620138240023;50001;BAN
05004210520138240075;50001;BAN
00014072020068240056;50001;BAN
00012496520128240084;50001;BAN
03052267720168240075;50003;BAN
03008209220178240005;50000;BAN
03003602620168240075;50001;BAN
03043065120158240039;50001;BAN
03003651220148240045;50000;BAN
03032044120168240012;50000;BAN
00025620820128240037;50001;BAN
03004770420168240144;50001;BAN
03022426520158240040;50000;BAN
05000291820128240005;50000;BAN
00796212220098240023;50000;BAN
03052267720168240075;50002;BAN
00120253420138240038;50001;BAN
05001772820128240167;50001;BAN
00020181120028240024;50002;BAN
03125881020168240018;50000;BAN
00036746820138240007;50001;BAN
00010528120138240050;50001;BAN
00020158020098240066;50000;BAN
00001964420138240042;50000;BAN
00014377820158240011;50001;BAN
00001551020128240011;50000;BAN
03013221720178240042;50000;BAN
00041094320088240031;50000;BAN
00152075220108240064;50000;BAN
03045234920168240075;50000;BAN
05001008620128240080;50000;BAN
00102735620158240038;50002;BAN
03140507520158240005;50001;BAN
00039454920138240081;50001;BAN
03032618920178240023;50001;BAN
03040239120168240039;50000;BAN
03076204320178240036;50000;BAN
03021811420168240092;50000;BAN
03016955920158240061;50000;BAN
05018926320138240008;50000;BAN
00322327020118240023;50000;BAN
00040252719968240075;50001;BAN
03001430720148240025;50000;BAN
03007674120148240030;50001;BAN
00021038120138240033;50000;BAN
03057705120178240036;50000;BAN
00061226020118240079;50000;BAN
00112209220148240023;50002;BAN
00009326620088240065;50000;BAN
05006457420108240033;50000;BAN
03158797120148240023;50003;BAN
05020824620128240045;50000;BAN
00019257820028240014;50000;BAN
03011019520148240282;50001;BAN
40239668520178240000;50000;BAN
03009091020148240074;50000;BAN
40282478420178240000;50001;BAN
03002213520148240143;50001;BAN
03211921320148240023;50002;BAN
03021625920168240075;50001;BAN
00024807220128240070;50002;BAN
06006224520148240018;50001;BAN
03014116520158240024;50002;BAN
03014116520158240024;50001;BAN
40210568520178240000;50000;BAN
03131603720158240038;50000;BAN
00037707819998240038;50000;BAN
03002241620158240026;50001;BAN
03002241620158240026;50000;BAN
00022847719998240064;50000;BAN
00010036020118240066;50000;BAN
00006351320008240074;50000;BAN
00042088320108240082;50000;BAN
00003775519968240005;50002;BAN
00236927720138240018;50000;BAN
07033277720128240023;50000;BAN
00006582719988240074;50001;BAN
00006876220148240027;50003;BAN
00132067620138240036;50002;BAN
00003775519968240005;50001;BAN
00233747620038240008;50000;BAN
05009274720118240011;50001;BAN
05018776420138240018;50000;BAN
03012865320168240092;50001;BAN
03012951720158240038;50001;BAN
05006306420138240045;50003;BAN
03313899020158240023;50000;BAN
00021788520048240082;50000;BAN
00023668220138240011;50002;BAN
08031923920138240023;50000;BAN
40222979420178240000;50000;BAN
00025978319988240125;50000;BAN
03011669320168240032;50000;BAN
03032430820168240022;50002;BAN
03025473420148240024;50000;BAN
00010245920138240068;50002;BAN
00006136319998240017;50000;BAN
03021237220168240007;50000;BAN
03025473420148240024;50001;BAN
08001577420138240022;50000;BAN
00007098620078240053;50000;BAN
00176078520078240018;50001;BAN
00155086320128240020;50002;BAN
00046944919998240019;50001;BAN
40125623720178240000;50004;BAN
40125623720178240000;50003;BAN
05000992720128240040;50000;BAN
00053343720118240082;50000;BAN
00390365420118240023;50002;BAN
00151182120118240023;50000;BAN
03074705820178240005;50001;BAN
03038102220158240039;50001;BAN
05004048520108240038;50000;BAN
00205377520048240020;50000;BAN
03028048820168240024;50001;BAN
05003767920118240007;50003;BAN
05003767920118240007;50002;BAN
05003767920118240007;50001;BAN
06000698820148240085;50000;BAN
00205722520108240020;50000;BAN
05007072820128240039;50000;BAN
03044217520158240038;50000;BAN
00010312620138240044;50002;BAN
00123405320108240075;50000;BAN
00085365720138240080;50001;BAN
00139868120058240008;50001;BAN
00015167920078240062;50000;BAN
05010657720128240011;50002;BAN
00007545320058240282;50002;BAN
00029377120128240081;50001;BAN
00022207320088240057;50002;BAN
03007986820168240005;50000;BAN
03025358320158240024;50000;BAN
05002030220118240057;50001;BAN
03224529120158240023;50000;BAN
40061679220188240000;50002;BAN
05005209720108240036;50001;BAN
03049762420178240038;50001;BAN
00044128820128240040;50000;BAN
00022487720098240066;50000;BAN
00016189319958240039;50000;BAN
00015188920078240081;50000;BAN
00002913819978240009;50001;BAN
03048202220168240054;50000;BAN
03021578320168240092;50000;BAN
00024599120138240028;50000;BAN
03021811420168240092;50001;BAN
03078974420168240020;50000;BAN
03004210620178240024;50000;BAN
40120655720168240000;50002;BAN
00055598920108240018;50000;BAN
00028644620138240055;50000;BAN
00044876420028240045;50000;BAN
00032640720138240008;50000;BAN
00198936020128240018;50000;BAN
03000173620158240052;50001;BAN
08146031620128240023;50000;BAN
00308686320118240023;50001;BAN
00308686320118240023;50002;BAN
00012983620148240020;50001;BAN
03138938220148240023;50000;BAN
03016585620168240074;50000;BAN
03017668120158240022;50000;BAN
00010295220138240013;50000;BAN
03204349720158240023;50000;BAN
00080012220108240020;50006;BAN
40076762920168240000;50000;BAN
03013578120158240030;50001;BAN
00048260820078240058;50001;BAN
05002273820118240022;50001;BAN
00018179220098240082;50001;BAN
00011797320128240011;50001;BAN
05004978320128240036;50000;BAN
00022715519998240007;50001;BAN
03037733520158240058;50001;BAN
03000324620168240124;50002;BAN
03015054720148240024;50001;BAN
00072664420008240018;50000;BAN
03040696920168240075;50001;BAN
03033920820148240011;50002;BAN
00019346820018240113;50000;BAN
05000254620128240242;50000;BAN
03002343920178240075;50001;BAN
00079658020108240019;50000;BAN
00046985019998240031;50000;BAN
00390365420118240023;50001;BAN
00095916820078240075;50001;BAN
00003019420128240029;50002;BAN
00062892120138240075;50002;BAN
00027433420118240040;50001;BAN
00009445620088240073;50000;BAN
00077344920098240064;50001;BAN
00156172020118240018;50001;BAN
00010434920018240080;50001;BAN
03016166720178240075;50000;BAN
03016421420178240092;50001;BAN
00015846819968240012;50001;BAN
03039739620168240061;50001;BAN
03040876720178240039;50000;BAN
07052088920128240023;50000;BAN
00003382320018240057;50002;BAN
00001386319998240064;50001;BAN
00109964820108240039;50001;BAN
00007354619988240006;50003;BAN
00001464419978240053;50000;BAN
03054206420148240005;50001;BAN
00049235920118240028;50002;BAN
00049235920118240028;50003;BAN
00034657020128240028;50000;BAN
03029185420178240036;50000;BAN
08000078720138240024;50000;BAN
03328165920148240023;50000;BAN
03062676520178240036;50000;BAN
03005985520148240159;50001;BAN
00080012220108240020;50002;BAN
00005948919968240008;50001;BAN
00021411620008240012;50001;BAN
03059982220148240039;50000;BAN
00002144120108240084;50002;BAN
03066782520168240075;50001;BAN
00003608820078240019;50001;BAN
00444903519998240023;50001;BAN
03014867020178240045;50001;BAN
00005281620128240084;50001;BAN
00013278120138240033;50000;BAN
05001772720128240135;50000;BAN
03014557320178240005;50001;BAN
05002124120128240020;50000;BAN
05002124120128240020;50001;BAN
03007462720148240075;50001;BAN
00016791320068240024;50001;BAN
05011053820138240039;50001;BAN
03018619820178240036;50000;BAN
03099824820168240005;50000;BAN
03255996220148240023;50001;BAN
03131902920158240020;50001;BAN
00087917419988240004;50002;BAN
00009763420108240124;50000;BAN
00022536020138240066;50001;BAN
03005530620168240119;50000;BAN
00032475920138240011;50000;BAN
00009266220038240056;50000;BAN
03000465420178240040;50000;BAN
00045595520088240008;50001;BAN
00000414219998240071;50001;BAN
03015257920148240075;50000;BAN
00032839820168240075;50000;BAN
00117973820028240008;50000;BAN
00028693820028240125;50000;BAN
00177623020168240000;50000;BAN
03006051920178240005;50001;BAN
03025213620148240024;50000;BAN
03025213620148240024;50001;BAN
03052304720148240023;50001;BAN
03021485720168240081;50000;BAN
03036001620168240045;50000;BAN
03036001620168240045;50001;BAN
03005227220158240037;50000;BAN
00151749720108240020;50000;BAN
00001413519978240081;50000;BAN
03024695920168240092;50001;BAN
03001473220178240092;50001;BAN
03019832620148240163;50000;BAN
03020052120158240011;50001;BAN
00102595920078240036;50000;BAN
00009814520008240047;50001;BAN
03023301020168240092;50000;BAN
03004319120148240012;50000;BAN
03004319120148240012;50001;BAN
03015908520178240005;50000;BAN
00088100520118240011;50000;BAN
00105293420048240054;50000;BAN
00022998720038240005;50001;BAN
00026639619968240072;50001;BAN
00153755920078240064;50001;BUS
00012114620138240075;50000;BUS
00061547720098240033;50001;BUS
40288575220178240000;50000;BUS
03022481120158240125;50001;BUS
40161877920178240000;50000;BUS
00003643020118240167;50001;BUS
05000616520098240025;50000;BUS
00016866620118240141;50001;BUS
03053479120178240036;50000;BUS
05003544020138240075;50001;BUS
03015612220148240011;50000;BUS
00011997920118240082;50001;BUS
03048371520168240036;50001;BUS
03040730220168240045;50002;BUS
03040730220168240045;50001;BUS
03040588820158240038;50000;BUS
40267641920178240000;50000;BUS
40224867220178240000;50000;BUS
40203500520178240000;50000;BUS
40131022220168240000;50001;BUS
00019711120138240005;50001;BUS
03031884820158240004;50001;BUS
03026985120158240125;50003;BUS
03026985120158240125;50002;BUS
03023117720158240079;50001;BUS
03022628220168240020;50002;BUS
40067103220178240000;50002;BUS
40033586620178240000;50002;BUS
40033586620178240000;50001;BUS
03128252920168240023;50001;BUS
03077025820158240064;50002;BUS
40104806720168240000;50000;BUS
40086930320168240000;50000;BUS
40006617220178240000;50001;BUS
03007692020168240166;50000;BUS
03006109820148240020;50001;BUS
03006109820148240020;50000;BUS
03053426920178240036;50002;BUS
03053426920178240036;50001;BUS
03004481420168240027;50002;BUS
03003224720158240043;50000;BUS
05018480720128240064;50000;BUS
40182692020168240000;50001;BUS
06006557520148240037;50003;BUS
06006557520148240037;50002;BUS
00018196820118240025;50001;BUS
00017721420138240126;50000;BUS
03004215420168240084;50001;BUS
00041594420088240007;50001;BUS
05046372320138240038;50000;BUS
03037035720158240045;50000;BUS
00105938920168240000;50000;BUS
40145251720168240000;50003;BUS
00024858520098240010;50001;BUS
03006092820168240058;50000;BUS
03095884520168240036;50000;BUS
03111004820158240020;50000;BUS
03025222320168240033;50000;BUS
40016455620178240000;50000;BUS
00245822620078240018;50001;BUS
40017093220188240000;50000;BUS
00071767120118240011;50001;BUS
40006475420188240000;50001;BUS
00013723820138240081;50002;BUS
00107706120128240075;50001;BUS
03118526520158240005;50000;BUS
03081531620168240075;50000;BUS
08117840920128240023;50001;BUS
00074334920108240135;50000;BUS
40194770520178240000;50001;BUS
03040588820158240038;50002;BUS
40013776520188240000;50000;BUS
03115235120158240038;50002;BUS
05000377520138240064;50001;BUS
03060218820158240020;50000;BUS
08538047820138240023;50000;BUS
03067004920178240075;50000;BUS
03012901520148240075;50000;BUS
40161179620168240000;50000;BUS
03054533820148240075;50000;BUS
40256651420178240000;50001;BUS
40256175520178240000;50001;BUS
00036297020098240018;50002;BUS
00007478419998240019;50000;BUS
00050685620118240080;50002;BUS
00242813420118240020;50000;BUS
40233882520178240000;50003;BUS
03021681520168240092;50000;BUS
03004636020158240045;50004;BUS
03022186620178240040;50000;BUS
40033586620178240000;50003;BUS
03009497820168240055;50001;BUS
00034630320098240062;50000;BUS
40200980220178240000;50001;BUS
03001393020158240026;50000;BUS
40191497520178240000;50001;BUS
03034415920148240040;50000;BUS
40028849520178240000;50001;BUS
03368524720148240023;50002;BUS
40253984220178240000;50002;BUS
05010833220138240054;50002;BUS
00132093620008240020;50001;BUS
03006078820148240103;50000;BUS
40278797520178240000;50001;BUS
05012817420138240020;50002;BUS
05005118120138240020;50001;BUS
05021662420118240064;50001;BUS
03002528220158240058;50001;BUS
00152544320098240005;50001;BUS
03290448820148240023;50001;BUS
40288575220178240000;50001;BUS
40092157520188240900;50000;BUS
03015770320158240023;50001;BUS
00009274720118240030;50001;BUS
03010523120168240073;50000;BUS
05004814720128240031;50003;BUS
03054532020158240005;50000;BUS
40143793920178240000;50000;BUS
03001701820148240242;50000;BUS
00036297020098240018;50003;BUS
03290448820148240023;50002;BUS
05010859720118240045;50001;BUS
03001721220178240006;50001;BUS
03001888720168240074;50000;BUS
40089243020168240000;50003;BUS
00104480720138240075;50001;BUS
40246553220178240000;50000;BUS
40233882520178240000;50002;BUS
03044666320158240011;50000;BUS
03001729720168240086;50000;BUS
00025377720128240139;50000;BUS
00159093320108240020;50001;BUS
05001386120118240039;50000;BUS
03024829020158240125;50001;BUS
00086536820128240020;50000;BUS
03015125620168240028;50000;BUS
08068613720128240023;50000;BUS
00028413520098240025;50001;BUS
03013384720158240007;50000;BUS
03000555520168240006;50001;BUS
03073439120158240005;50001;BUS
03002772320178240124;50000;BUS
03000213420168240086;50000;BUS
03019768020158240007;50000;BUS
40033107320188240000;50001;BUS
40033107320188240000;50002;BUS
40165913320178240000;50000;BUS
40020551720178240000;50000;BUS
03000357220158240144;50001;BUS
03004189720188240062;50001;BUS
40289440820178240000;50000;BUS
05002407820138240018;50001;CDC
00207637420068240064;50001;CDC
05001767720118240070;50000;CDC
03157965520148240023;50001;CDC
03004998520148240062;50001;CDC
00138111920078240008;50001;CDC
03378744320148240023;50002;CDC
03179778120148240038;50000;CDC
00139373420108240018;50000;CDC
06001744820148240026;50000;CDC
05001484220138240005;50001;CDC
00096175420138240011;50001;CDC
00144718020118240005;50002;CDC
00012747220148240031;50002;CDC
00012747220148240031;50001;CDC
00105221820128240036;50001;CDC
03129935420148240038;50001;CDC
03129935420148240038;50002;CDC
00010835520148240054;50001;CDC
00009813420118240023;50001;CDC
00014910920118240068;50001;CDC
00039812020128240019;50000;CDC
00147943120118240023;50002;CDC
03048401820148240075;50001;CDC
00241519720058240038;50000;CDC
03030235020158240020;50003;CDC
05028971220128240023;50001;CDC
00615315820128240023;50000;CDC
00042539520088240005;50002;CDC
00031659620118240011;50001;CDC
00285819320128240023;50001;CDC
00244946920138240020;50003;CDC
00041759620078240018;50000;CDC
03368524720148240023;50001;CDC
00038867420078240080;50001;CDC
03120978920158240033;50000;CDC
03120978920158240033;50001;CDC
00082844320138240019;50000;CDC
09000012520158240087;50000;CDC
00056704720138240025;50001;CDC
06002182320148240073;50001;CDC
03313867220148240023;50001;CDC
03046170820168240039;50000;CDC
00064906320098240039;50003;CDC
03003779220158240044;50000;CDC
00395741920138240038;50002;CDC
00085974620138240005;50000;CDC
00044371220128240005;50000;CDC
00183363420138240008;50002;CDC
00183363420138240008;50001;CDC
00178437920048240038;50000;CDC
00280640220138240008;50001;CDC
00230053320138240008;50000;CDC
00001737720128240028;50001;CDC
03005249620178240061;50003;CDC
03005249620178240061;50004;CDC
05011870220128240008;50000;CDC
00128932720138240033;50000;CDC
01195485420158240000;50000;CDC
00051852320138240033;50000;CDC
00058573220078240036;50001;CDC
03064952520168240020;50000;CDC
00141644920138240008;50000;CDC
01504407720148240000;50000;CDC
03224546120158240023;50000;CDC
03023048820178240023;50001;CDC
00056782420138240025;50001;CDC
00054375020138240025;50003;CDC
00056782420138240025;50000;CDC
00056652520138240025;50000;CDC
00056817620138240025;50002;CDC
00718988320088240023;50000;CDC
00014514720138240071;50000;CDC
00022479020118240141;50001;CDC
03306999520148240023;50001;CDC
03116863120158240038;50000;CDC
00214276920128240008;50000;CDC
00759234220088240023;50004;CDC
00759234220088240023;50002;CDC
03267064420148240023;50005;CDC
03295659620158240023;50000;CDC
00108176020138240023;50000;CDC
03012190420168240023;50000;CDC
00156449620128240008;50001;CDC
03265790920148240023;50001;CDC
00020093320088240026;50001;CDC
03157965520148240023;50003;CDC
00219283020128240038;50000;CDC
01554593020158240000;50001;CDC
03012670920178240061;50001;CDC
00181919720138240033;50000;CDC
00017855220148240037;50002;CDC
00067878620118240011;50000;CDC
00395741920138240038;50001;CDC
03306999520148240023;50002;CDC
03023441020168240022;50001;CDC
10220019320138240023;50000;CDC
00003002520158240023;50000;CDC
00162749820118240005;50002;CDC
00038274920058240018;50001;CDC
03152913020158240023;50002;CDC
03005249620178240061;50006;CDC
03006793620148240019;50000;CDC
00179208820138240033;50000;CDC
03030190820148240033;50000;CDC
00141898520118240023;50002;CDC
03222042820158240023;50000;CDC
00067312120118240054;50002;CIV
03105158420158240023;50000;CIV
03076703120158240039;50002;CIV
03044714920158240023;50000;CIV
03021869520178240061;50001;CIV
00063734620118240025;50001;CIV
03048542720158240023;50001;CIV
03014643520168240081;50000;CIV
00056325120168240018;50000;CIV
03043040220168240054;50001;CIV
03000093220168240082;50001;CIV
00049864120168240018;50000;CIV
03120368420168240005;50001;CIV
03029763320168240023;50000;CIV
00007754120178240045;50001;CIV
03124464520168240005;50000;CIV
05000342520098240141;50002;COM
00052017820138240064;50002;COM
00030848920128240019;50001;COM
00229767420098240023;50003;COM
00002442919978240053;50000;COM
00076993920048240008;50002;COM
00064084119978240075;50003;COM
00256889420068240038;50001;COM
00266512620108240018;50003;COM
00007073319988240021;50001;COM
03102316520148240038;50002;COM
03102316520148240038;50001;COM
03032430820168240022;50001;COM
00030464120168240018;50003;COM
00075952120128240023;50003;COM
03022808120168240092;50000;COM
00108913720148240005;50002;COM
00132067620138240036;50001;COM
00032441520138240073;50001;COM
00319157720088240023;50002;COM
03058122820168240039;50001;COM
03058122820168240039;50002;COM
00045080220108240064;50001;COM
00194889120078240020;50000;COM
00111904320138240039;50001;COM
03187019620158240023;50000;COM
00053421420118240082;50001;COM
00244606520118240020;50002;COM
00011725720158240082;50002;COM
03085225520148240018;50000;COM
00067580920088240054;50000;COM
00011725720158240082;50001;COM
00045080220108240064;50002;COM
03016441520158240072;50001;COM
00027328020128240036;50000;COM
00011748820088240141;50000;COM
05001573020138240061;50002;COM
00009529320138240061;50002;COM
00042597220118240078;50000;COM
00068349220058240036;50001;COM
03009134720148240074;50000;COM
00011152020068240061;50000;COM
00027003120078240075;50000;COM
00010840220118240036;50000;COM
00001971120148240166;50000;COM
00009155219988240074;50001;COM
00696830320098240023;50001;COM
00022087720128240135;50001;COM
03031168720148240039;50001;COM
00259422320058240064;50001;COM
03006130620168240013;50000;COM
03054318820148240039;50001;COM
00201340520118240039;50001;COM
03013567520168240058;50001;COM
00015253320098240139;50001;COM
00036354320088240073;50000;COM
03004530420148240028;50000;COM
00123220320068240033;50000;COM
05000320620118240167;50001;COM
05012866020128240011;50000;COM
00017504320118240055;50001;COM
00017504320118240055;50002;COM
00048648320088240058;50000;COM
00006178520138240025;50001;COM
00009676120098240042;50000;COM
00246344720108240008;50002;COM
00605036020098240023;50002;COM
00101300520078240020;50000;COM
00080613920138240036;50000;CON
00368547920138240038;50001;CON
00112771520128240045;50001;CON
00107156719978240033;50001;CON
00089394120118240033;50003;CON
03013896720148240080;50000;CON
00156085220118240020;50001;CON
00396112820128240023;50001;CON
00029329520138240022;50004;CON
03102937320158240005;50000;CON
00388405020128240023;50000;CON
03022743320158240020;50001;CON
00419245920128240023;50001;CON
00000012120028240050;50001;CON
03028881520178240005;50000;CON
00107918120128240125;50001;CON
00712024720088240023;50001;CON
05003103520138240038;50001;CON
00059716720048240038;50004;CON
05017946720128240023;50001;CON
00236101320128240008;50000;CON
00050822020138240064;50001;CON
00086539720148240020;50001;CON
00225720320078240020;50000;CON
00224784520098240033;50000;CON
00000042920148240058;50003;CON
00284941520098240033;50000;CON
03005511620168240061;50000;CON
00040383820138240040;50000;CON
00024041220008240024;50001;CON
00026040620058240004;50001;CON
00050395520108240075;50001;CON
03031643520168240020;50001;CON
03063769320168240075;50000;CON
06001377720148240072;50000;CON
06001766720148240139;50000;CON
00249359320138240038;50000;CON
03081983120158240018;50001;CON
07013723820118240090;50000;CON
00054349220128240005;50000;CON
03035638020148240005;50002;CON
00159502420118240033;50000;CON
00169575520118240064;50001;CON
00039540620108240052;50001;CON
00037308020068240061;50001;CON
03002152120168240058;50001;CON
00043661120138240058;50004;CON
00013693920098240044;50000;CON
00054438220058240075;50003;CON
00110448120028240008;50000;CON
03168833020168240038;50003;CON
03168833020168240038;50002;CON
00032528120138240011;50001;CON
03020671020148240007;50001;CON
03013293220148240036;50000;CON
03013293220148240036;50001;CON
03094076920148240018;50001;CON
00019296420138240068;50002;CON
00100853720078240008;50001;CON
00163410620018240008;50002;CON
00018654620128240082;50000;CON
00570313220018240023;50002;CON
00015339620118240023;50002;CON
00003016220078240064;50000;CON
00406297320118240038;50001;CON
00050451520098240005;50001;CON
00039495320148240113;50005;CON
00015705520118240078;50001;CON
00191310320128240064;50000;CON
03011061420158240014;50000;CON
00022860920158240057;50002;CON
03011596620148240034;50002;CON
03027120520158240038;50000;CON
00013465820138240075;50001;CON
05003159620138240025;50001;CON
00013881520038240025;50002;CON
00103872520108240020;50001;CON
00122478520118240033;50000;CON
00387015320128240038;50001;CON
00005781020148240072;50000;CON
00000271719888240080;50000;CON
00578486520128240038;50001;CON
00399925920108240038;50001;CON
00083525120098240045;50000;CON
03032424620158240058;50001;CON
91563647620158240000;50003;CON
00090813720088240005;50000;CON
03070063020148240008;50000;CON
01252448020078240023;50000;CON
00078975820118240064;50001;CON
00230747420098240018;50002;CON
03121385620158240033;50001;CON
03121385620158240033;50000;CON
00026911320128240037;50001;CON
00179881920098240020;50000;CON
00399925920108240038;50002;CON
00022727420048240036;50001;CON
03035113920148240020;50001;CON
03011801820148240042;50001;CON
